2023-04-23 11:49:50 , udn , 婆婆丟光家裡四角內褲！逼已婚兒穿1款式 怒嗆：不換就搬出去 , https://udn.com/news/story/7272/7117202?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:50:00 , udn , 每個人的生活習慣都不同，住在一起時就難免產生摩擦。日前一名女網友在網路上發文，表示婆婆因為發現已婚兒子穿四角內褲而當場暴怒，甚至把所有四角內褲丟掉，重新買一批三角內褲回來，「說不換回三角內褲就搬出去」，貼文曝光後也掀起討論。 , https://udn.com/news/story/7272/7117202?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:50:21 , udn , MLB／偶像就在你身後！球迷穿萊特球衣 轉身驚見萊特本人 , https://udn.com/news/story/6999/7117189?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:50:31 , udn , 當你穿著一位球員的背號球衣，轉身就看到本人在眼前時，會是什麼感受呢?大都會隊官方推特日前發布的影片，提供了最真實的解答。

2018年退役的萊特(David Wright)，生涯14年皆在大都會度 , https://udn.com/news/story/6999/7117189?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:50:52 , udn , 史上最偉大的唱片人收藏 馬格利特「光之帝國」估16億 , https://udn.com/news/story/6812/7117266?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:51:02 , udn , 莫・奧斯汀( Mo Ostin)對華文讀者來說是陌生的名字，但提到在他旗下發光發熱的音樂巨星—包括瑪丹娜、王子、爵士歌手... , https://udn.com/news/story/6812/7117266?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:51:23 , udn , 「行人地獄」挨轟矯枉過正 交通部：行人遇鳴笛救護車要避讓 , https://udn.com/news/story/7320/7117271?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:51:33 , udn , 交通部為洗刷「行人地獄」惡名，凡車輛不禮讓行人採最重罰；昨晚有民眾直擊一輛台北市政府消防局的救護車已鳴笛執行救護勤務，卻... , https://udn.com/news/story/7320/7117271?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:51:54 , udn , 都來自甘蔗！糖的多重宇宙 各種糖的差別是… , https://udn.com/news/story/7266/7117101?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:52:04 , udn , 包含手炒黑糖及調和黑糖兩種，前者由甘蔗汁開始熬煮成漿... , https://udn.com/news/story/7266/7117101?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:52:25 , udn , NBA／巴特勒領軍搭配板凳爆發 熱火主場痛宰殘陣公鹿 , https://udn.com/news/story/7002/7117216?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:52:35 , udn , 邁阿密熱火今天在巴特勒（Jimmy Butler）攻下全場最高30分，以121比99擊退頭號主將安戴托昆波（Giannis Antetokounmpo）背傷缺陣的密爾瓦基公鹿，在季後賽首輪以2比1領先。 , https://udn.com/news/story/7002/7117216?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:52:56 , udn , 點睛品、周大福 母親節為媽媽獻上永不凋零的鑽石花 , https://udn.com/news/story/7270/7117265?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:53:06 , udn , 溫馨五月母親節將至，周大福與點睛品均以珍貴的金屬與鑽石，為天下母親獻上永不凋零的花朵，感謝母親一直關懷備至的愛。點睛品花... , https://udn.com/news/story/7270/7117265?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:53:27 , udn , 對烏克蘭議題看法不一 魯拉訪葡萄牙遇顛簸 , https://udn.com/news/story/6809/7117146?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:53:38 , udn , 巴西總統魯拉（Luiz Inacio Lula da Silva）目前正在進行他1月重掌政權後的首場歐洲行，今天卻再次就... , https://udn.com/news/story/6809/7117146?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:53:58 , udn , 試運轉已1年…桃園生質能中心正式啟用 至少要等到8月 , https://udn.com/news/story/7324/7117257?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:54:09 , udn , 桃園升格後垃圾量暴增，全市垃圾掩埋場容量多已趨近飽和，但桃園第2座焚化爐「觀音生質能中心」距離正式運轉仍遙遙無期，引發多... , https://udn.com/news/story/7324/7117257?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:54:19 , udn , 懲罰換來好服務？咖啡店罰員工抄顧客差評100次 網友反應兩極 , https://udn.com/news/story/7335/7117288?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:54:29 , udn , 陸媒報道，近日有多位瑞幸咖啡員工在小紅書等社交平台發文稱，被罰寫顧客差評或做錯的餐點飲品，更有人被罰抄達到超過100遍，引發網民關注。 , https://udn.com/news/story/7335/7117288?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:54:29 , udn , 司機酒駕扯「檳榔加米酒」 上訴求翻盤法官一理由准了 , https://udn.com/news/story/7321/7117250?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:54:40 , udn , 嘉義縣陳姓司機在去年開貨車行經雲林縣時發生車禍，警方查出陳有酒精濃度，依法開罰3萬元，但陳辯稱，當時他無飲酒，是店家賣他... , https://udn.com/news/story/7321/7117250?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:54:50 , udn , 逾七成兒少性剝削加害人網路犯罪 色情影像2年成長19.5% , https://udn.com/news/story/7320/7117308?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:55:00 , udn , 逾七成兒少性剝削加害人以網路犯罪，色情影像案件二年成長19.5%，北台中家扶中心今天在台中市豐原區東豐自行車道舉辦闖關宣... , https://udn.com/news/story/7320/7117308?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:55:21 , udn , 深坑萬福公園賞桐花 還有觀景平台一覽無敵山景 , https://udn.com/news/story/7323/7117306?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:55:31 , udn , 桐花季來到，新北不少賞花景點成討論話題，其中位於新北深坑的萬福公園是著名賞桐景點，園內環繞木棧道感受浪漫五月雪，還可至觀... , https://udn.com/news/story/7323/7117306?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:55:52 , udn , 新北遭槍擊當鋪藏有招待所 背後關鍵人物華山家族「弘道」是誰 , https://udn.com/news/story/7320/7117307?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:56:02 , udn , 新北市土城「巨新當鋪」遭竹聯幫少年當街掃射51槍，引爆發社會高度矚目，該處當鋪如今也因大門布滿彈孔，意外成為打卡熱點。這起弘仁會大戰「華山家族」的衝突，原先傳聞與上億元毒品利益有關，但事實上「戰爭」的導火線並非毒品，而是與近年多許多幫派紛紛投入的電信詐騙、線上博弈，所帶來的龐大金流利益，有密切關係，而關鍵人物「弘道」何許人也？當鋪招待所又有何堂奧？ , https://udn.com/news/story/7320/7117307?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:56:23 , udn , 假冒吳淡如搞投資詐騙 警破18歲車手集團 不法獲利5千萬 , https://udn.com/news/story/7315/7117303?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:56:33 , udn , 台北市警局士林分局破獲假冒藝人吳淡如的假投資詐騙，查獲18歲車手集團，27歲酒店經紀張姓男子，涉吸收剛成年的男子當車手，... , https://udn.com/news/story/7315/7117303?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:57:19 , udn , 共軍兩架轟-6轟炸機 連兩日飛越宮古海峽 , https://udn.com/news/story/7331/7117315?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:57:30 , udn , 中共解放軍近期在台灣周邊仍持續進行軍事行動。據日本防衛省統合幕僚監部消息，22日上午至下午，2架中共轟-6轟炸機從東海方... , https://udn.com/news/story/7331/7117315?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:57:50 , udn , 被詐騙婦人的逆襲 約車手「再投資」警民埋伏逮人 , https://udn.com/news/story/7320/7117314?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:58:01 , udn , 台南市善化區1名婦人誤信詐騙集團於Line發佈假投資訊息，遭騙700萬元積蓄老本報警，警民反擊佯稱要再投資，詐騙車手信以... , https://udn.com/news/story/7320/7117314?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:58:21 , udn , 旅客在莒光號座位「燒香」 台鐵：已違反鐵路法可拒載 , https://udn.com/news/story/7266/7117312?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:58:32 , udn , 台鐵707車次「新左營－台東」莒光號列車上，昨天有乘客竟在車廂座位上「燒香」，引發議論。台鐵表示，該乘客行為已違反鐵路法... , https://udn.com/news/story/7266/7117312?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:58:57 , udn , 男子不爽酒醉遭占便宜 男櫃員賠大錢換得自由 , https://udn.com/news/story/7317/7117279?from=udn-ch1_breaknews-1-0-news
2023-04-23 11:59:07 , udn , 何姓男子去年邀男性友人到住處飲酒聊天同歡，見其酒醉熟睡，竟脫其褲子吸吮下體，對方突然驚醒怒提告，新北地院考量雙方已達成和... , https://udn.com/news/story/7317/7117279?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:00:08 , udn , 莫・奧斯汀(Mo Ostin)對華文讀者來說是陌生的名字，但提到在他旗下發光發熱的音樂巨星—包括瑪丹娜、王子、爵士歌手... , https://udn.com/news/story/6812/7117266?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:04:03 , udn , 深夜自撞車全毀 駕駛奇蹟輕傷 , https://udn.com/news/story/7320/7117246?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:04:13 , udn , 昨天深夜有輛轎車行經嘉義市北港路時，疑失控自撞分隔島，車輛翻覆後幾乎全毀，嘉義市消防據報派員趕赴救援，現場一片狼藉，找到... , https://udn.com/news/story/7320/7117246?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:06:20 , udn , 看好屏市觀光勝利星村 屏菸周邊 縣府將開放申辦民宿 , https://udn.com/news/story/7327/7117335?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:06:30 , udn , 以往遊客到屏東縣直奔恆春半島，近年來屏東市區隨勝利星村、有森林裡圖書館美稱的屏東縣總圖、縣民公園、屏菸1936文化基地，... , https://udn.com/news/story/7327/7117335?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:06:51 , udn , 挺郭派喊「提名郭台銘整合柯文哲」 朱立倫這樣回應 , https://udn.com/news/story/123307/7117329?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:07:01 , udn , 國民黨2024大選布局，黨內有人認為，黨若要整合民眾黨主席柯文哲，提名鴻海創辦人郭台銘會比較容易。對於此說法，黨主席朱立... , https://udn.com/news/story/123307/7117329?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:07:22 , udn , 桃園遊民這2區最多  市府：若有脫序行為將聯合查訪 , https://udn.com/news/story/7324/7117325?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:07:32 , udn , 桃園市桃園區文昌公園、新民圖書館樓梯及朝陽公園經常都是遊民聚集的熱點，近來里長反映，遊民因救助食物太多，造成鼠輩橫生且經... , https://udn.com/news/story/7324/7117325?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:07:53 , udn , 九旬婦兒子前一天癌症才離世 當天無情火她葬身火窟 , https://udn.com/news/story/7320/7117323?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:08:03 , udn , 嘉義市徐州四街，昨天日深夜發生住宅火警，警消獲報出動人車前往搶救，火勢很快控制，有鄰居表示屋內行動不便老婦沒有出來，消防... , https://udn.com/news/story/7320/7117323?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:12:18 , udn , 日本自衛隊3架運輸機抵吉布地 待命從蘇丹撤僑 , https://udn.com/news/story/6809/7117331?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:12:29 , udn , 日本政府防衛省今天表示，為協助日本公民撤離蘇丹的航空自衛隊3架運輸機，已在日本時間今天凌晨抵達蘇丹東方的吉布地（Djib... , https://udn.com/news/story/6809/7117331?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:12:49 , udn , 韓國瑜納總統提名內參民調？ 朱立倫:他是2024重要助選員 , https://udn.com/news/story/6656/7117339?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:13:00 , udn , 國民黨2024大選布局，昨天上千名韓粉參加造勢活動，呼籲國民黨應將韓國瑜納入總統初選內參民調。國民黨主席朱立倫今天表示，... , https://udn.com/news/story/6656/7117339?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:13:20 , udn , 日本知名森林掛滿情趣用品 奇葩現象背後原因超有愛 , https://udn.com/news/story/6810/7117334?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:13:31 , udn , 相信有不少人都曾聽過被稱為「自殺森林」的日本青木原樹海。每年前往該處自殺的人不在少數，因此那裡設置了大量防自殺的告示牌，亦有不少民間組織自發在附近巡邏。有經常到「自殺森林」探索的網民最近就分享一個現象，指有很多樹上竟然被掛上TENGA飛機杯？！ , https://udn.com/news/story/6810/7117334?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:24:17 , udn , 崑科大師生規畫園區生態書 入圍金點新秀設計獎 , https://udn.com/news/story/6928/7117349?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:24:28 , udn , 崑山科大師生以台南山上花園水道博物館為對象，規畫製作兼具教育及實用性園區生態書「森生」， 初試啼聲入圍金點新秀設計獎，將... , https://udn.com/news/story/6928/7117349?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:24:48 , udn , 陳瑩張弓瞇眼瞄準 全國傳統射箭賽千名射手池上競技 , https://udn.com/news/story/7328/7117362?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:24:59 , udn , 池上鄉公所今天在鄉立綜合運動場首辦「2023年全國原住民族傳統射箭賽」，來自全國近千名射箭好手，帶著自製弓箭到場參賽。主... , https://udn.com/news/story/7328/7117362?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:25:19 , udn , 新北清潔員夜點費少揚言抗議 環保局遭批根本不重視 , https://udn.com/news/story/7323/7117359?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:25:30 , udn , 近來物價持續飆漲，一個便當超過100元司空見慣，而台北市清潔隊員夜間上班的夜點費為200元，新北市卻只有80元，新北環保... , https://udn.com/news/story/7323/7117359?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:25:50 , udn , 釣客看到有人陳屍基隆河面 岸邊還有2釣竿 死因待查 , https://udn.com/news/story/7320/7117357?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:26:01 , udn , 基隆市許姓男子今早被黃姓釣客發現，在尚仁國小附近基隆河面漂流。警方封鎖現場調查，並未看到打鬥痕跡，並在河岸找到兩支釣竿，... , https://udn.com/news/story/7320/7117357?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:26:21 , udn , 越籍移工想念家鄉味 進口月餅驗出非洲豬瘟被判刑 , https://udn.com/news/story/7321/7117353?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:26:32 , udn , 兼賣越南商品及代購的阮氏越南籍移工，前年想念家鄉味從越南訂購120顆月餅，有同鄉收件後，透過臉書再轉賣給在台同鄉，被移民... , https://udn.com/news/story/7321/7117353?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:26:52 , udn , 蟒蛇抓到一隻獴沒發現「誤入虎穴」！牠吃不成大餐反遭鄉親父老拔河吞噬 , https://udn.com/news/story/7470/7117345?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:27:03 , udn , 團結力量大！一隻蟒蛇捉到一隻蛇獴，但非常不巧就在蛇獴的巢穴附近，引來牠的同類集體抗爭，蟒蛇捕食不成反倒變獴家族的晚餐。 , https://udn.com/news/story/7470/7117345?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:27:17 , udn , 待命攔截北韓衛星 日本愛三飛彈部隊部署沖繩 , https://udn.com/news/story/6809/7117332?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:27:23 , udn , 鼓勵民眾填除化糞池 管線銜接至公共汙水下水道 , https://udn.com/news/story/7266/7117352?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:27:28 , udn , 日本防衛大臣濱田靖一發布攔截北韓衛星準備命令後，日本政府相關人士等透露，自衛隊今天著手在沖繩縣部署愛國者三型防空飛彈（P... , https://udn.com/news/story/6809/7117332?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:27:34 , udn , 公共汙水下水道工程持續推動與建置。內政部營建署指出，現有既存建物因興建時間較早，使用化糞池來進行簡易的汙水處理，易伴隨蚊... , https://udn.com/news/story/7266/7117352?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:27:48 , udn , 崑山科大師生規畫園區生態書 入圍金點新秀設計獎 , https://udn.com/news/story/6928/7117349?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:27:55 , udn , 能高縱走山難華裔女教授失聯 橘色背包套不是她的 , https://udn.com/news/story/7320/7117350?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:28:05 , udn , 能高安東軍縱走發生山難意外，一支6人登山隊18日入山，遇上惡劣天氣，陳姓領隊失溫死亡，葉姓女隊員目前仍下落不明。今天山上... , https://udn.com/news/story/7320/7117350?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:28:26 , udn , 演唱會延長嗨 「加食延暢」體驗最海派續攤 , https://udn.com/news/story/7327/7117049?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:28:36 , udn , High唱完三天三夜，還意猶未盡嗎？高市府推出最海派的續攤活動─「加食延暢」，邀請歌迷看演唱會歡騰過後，憑演唱會票根，繼續續攤！ , https://udn.com/news/story/7327/7117049?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:28:57 , udn , 費鴻泰列不分區？ 朱立倫：現階段只考慮各地區域選舉 , https://udn.com/news/story/6656/7117347?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:29:07 , udn , 國民黨立委初選芯費大戰結果出爐，由議員徐巧芯代表國民黨參選2024松信立委選戰，媒體今天問國民黨主席朱立倫，是否將費鴻泰... , https://udn.com/news/story/6656/7117347?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:29:28 , udn , 正視氣候變遷教育需求 綠色和平籲納入教學、考試重點 , https://udn.com/news/story/7266/7117346?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:29:38 , udn , 為響應422世界地球日，綠色和平的Green Future氣候變遷環境教育團隊舉辦「氣候變遷教育高峰會」。綠色和平指出，... , https://udn.com/news/story/7266/7117346?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:30:18 , udn , 加油等等 中油：明起汽、柴油各降0.2元 , https://udn.com/news/story/7238/7117377?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:30:29 , udn , 台灣中油宣布，自明（24）日凌晨零時起汽、柴油各調降0.2元，參考零售價格分別為92無鉛汽油每公升29.6元、95無鉛汽... , https://udn.com/news/story/7238/7117377?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:30:49 , udn , 年年與迪士尼CEO有約 18歲的她為何自信是下屆執行長？ , https://udn.com/news/story/6811/7116494?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:31:00 , udn , 2022年回鍋重掌大權的迪士尼執行長艾格（Robert Iger）表示，他的首要工作是在2年內找到繼任者。現在有一位剛念大學的華裔女生，「自認」是這個夢幻王國寶座的強力競爭者，她是誰？她為何這麼敢？ , https://udn.com/news/story/6811/7116494?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:31:23 , udn , 台積電高雄廠變變變  楠梓、橋頭房市賣壓升高 , https://udn.com/news/story/7241/7117348?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:31:33 , udn , 台積電高雄廠一再生變，元宏不動產加值服務平台統計高雄住宅待售資料指出，高雄房市賣壓在連續兩個月下降後，4月再度走高， 目... , https://udn.com/news/story/7241/7117348?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:32:31 , udn , 桃園遊民這2區最多 市府：若有脫序行為將聯合查訪 , https://udn.com/news/story/7324/7117325?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:33:56 , udn , 翻轉35年老廠房！鴻海虎躍總部獲UL 2799鉑金級認證 , https://udn.com/news/story/7240/7117340?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:34:06 , udn , 鴻海（2317）（今日宣布，位於新北土城擁有35年歷史的企業總部虎躍廠，正式取得UL 2799廢棄物零填埋最高級別的「鉑... , https://udn.com/news/story/7240/7117340?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:36:18 , udn , 屏東家扶寄養家庭他們21年照顧19名寄養童獲衛福部表揚 , https://udn.com/news/story/7327/7117392?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:36:28 , udn , 屏東家扶寄養家庭彭湘明、陳錦平夫妻在屏東家扶擔任寄養家庭21年，照顧19名寄養童，今年獲衛福部表揚績優寄養家庭。其中小女... , https://udn.com/news/story/7327/7117392?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:36:49 , udn , 狹路相逢！熊貓外送員與老人打架提告傷害 , https://udn.com/news/story/7320/7117389?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:36:59 , udn , 新北市淡水區昨天發生熊貓外送員與路人打架，46歲林姓外送員騎機車行經狹窄林間小路，對著前方路人大喊「借過」！酒醉的64歲... , https://udn.com/news/story/7320/7117389?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:37:20 , udn , 中國恆大2021年報至今未發布 最新審計報告也延 , https://udn.com/news/story/7333/7117373?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:37:30 , udn , 中國房地產開發商恆大集團發布公告稱，由於審計工作尚未完成因此無法在30日前發布去年的審計及債券報告。同一時間，恆大也因遲... , https://udn.com/news/story/7333/7117373?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:37:51 , udn , 超多泡泡！嘉縣缺水仍辦潑水節 上萬泡泡齊飛場面壯觀 , https://udn.com/news/story/7326/7117379?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:38:02 , udn , 春雨注入水庫無感，嘉義縣水情持續吃緊，恰逢東南亞國家潑水節盛事，縣府今在水上舊公所前舉辦嘉柬動泰好玩潑水節嘉年華，以泡泡... , https://udn.com/news/story/7326/7117379?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:38:22 , udn , 騙19歲工讀生上天台性侵 知名餐廳單親男領班獲判緩刑 , https://udn.com/news/story/7317/7117382?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:38:33 , udn , 桃園市高姓男子擔任餐廳領班，趁19歲女工讀生辭職到店歸還制服時，將對方約至天台並摸胸、指侵得逞；法院審酌他認罪、達成和解... , https://udn.com/news/story/7317/7117382?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:38:53 , udn , NBA／代班進攻重拾飆分火力 哈里斯喊話安比德：快回來 , https://udn.com/news/story/7002/7117283?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:39:04 , udn , 哈里斯（Tobias Harris）今日一肩扛起得分重任，幫助76人隊拿下這場收官戰、系列戰4：0橫掃籃網隊，賽後，他也興奮地呼喚安比德（Joel Embiid）盡速歸隊。

與過往在快艇隊相比， , https://udn.com/news/story/7002/7117283?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:39:24 , udn , 退稅時間分三階段 想符合首批資格？用這管道申報最快 , https://udn.com/news/story/7243/7117381?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:39:35 , udn , 5月1日開始申報111年度綜合所得稅，今年除報稅標準有變動外，民眾也關心用何種管道申報，退稅的速度會最快。財政部提醒，網... , https://udn.com/news/story/7243/7117381?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:39:55 , udn , LPGA／雪佛龍錦標賽原獨居領先 錢珮芸節奏打亂暫列57名 , https://udn.com/news/story/7005/7117354?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:40:06 , udn , LPGA雪佛龍錦標賽今天完成前3回合賽事，原本首回合單獨領先的台灣好手錢珮芸，受到後續下雨補賽影響打亂節奏，暫以高於標準... , https://udn.com/news/story/7005/7117354?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:42:17 , udn , 幣圈業者：漸進式納管樂見其成 若大刀闊斧無所適從 , https://udn.com/news/story/7239/7117166?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:42:27 , udn , 金管會漸進式納管虛擬貨幣，虛擬貨幣產業反應普遍正面看待。業者表示，若監理機關突然大刀闊斧，業界將無所適從，對於監理機關從... , https://udn.com/news/story/7239/7117166?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:42:48 , udn , 陸商務部：外需存在不確定性，當前外貿形勢依然嚴峻 , https://udn.com/news/story/7333/7117412?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:42:58 , udn , 大陸商務部國際貿易談判代表兼副部長王受文指出，儘管今年第一季大陸外貿進出口實現了4.8%的增長，但中國的外貿形勢依然複雜... , https://udn.com/news/story/7333/7117412?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:43:19 , udn , 五月徵召侯出戰總統大選？ 朱：大家拭目以待 , https://udn.com/news/story/6656/7117408?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:43:29 , udn , 國民黨主席朱立倫上午出席松山慈惠堂母娘文化季活動，被問到是否會在5月徵召新北市長侯友宜出戰2024總統大選，他表示，侯友... , https://udn.com/news/story/6656/7117408?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:43:50 , udn , 甜甜的記憶 臺灣糖二三事 , https://udn.com/news/story/7266/7117105?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:44:00 , udn , 氣候溫暖潮濕的臺灣適合甘蔗生長，14世紀元代航海家汪大淵所著的《島夷志略》即提到臺灣有種甘蔗，不過是用來「釀蔗漿為酒」。 , https://udn.com/news/story/7266/7117105?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:44:21 , udn , 報稅適用！每人基本生活所需費用調高四千元 財部解答 , https://udn.com/news/story/7243/7117405?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:44:31 , udn , 報稅季即將來臨，財政部今年祭出九大利多，其一是調高「每人基本生活所需費用」。去（111）年度每人基本生活所需費用金額為1... , https://udn.com/news/story/7243/7117405?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:44:52 , udn , 芯費大戰後續整合？ 徐巧芯：郝龍斌已願幫忙區域整合 , https://udn.com/news/story/6656/7117403?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:45:02 , udn , 國民黨立委初選芯費大戰結果出爐，由議員徐巧芯代表國民黨參選2024松信立委選戰，媒體今天問徐巧芯是否已打電話給費鴻泰？徐... , https://udn.com/news/story/6656/7117403?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:45:17 , udn , 虛擬貨幣納管聚焦風控 專家：非要引入實體金融體系 , https://udn.com/news/story/7239/7117165?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:45:23 , udn , NBA／神射爆發帶動板凳飆分 熱火「阿舍哥」感謝隊友鼓勵 , https://udn.com/news/story/7002/7117395?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:45:28 , udn , 金管會承擔虛擬貨幣監理責任，讓實體金融和虛擬貨幣產業是否會有新火花增添想像空間；不過專家認為，金管會納管並不意味要將虛擬... , https://udn.com/news/story/7239/7117165?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:45:33 , udn , 熱火能夠在第三戰早早掌控比賽進而痛宰公鹿，除了巴特勒（Jimmy Butler）的穩定發揮外，替補部隊聯手轟進59分的強勢表現也是一大關鍵。

特別是「阿舍哥」羅賓森（Duncan Robinso , https://udn.com/news/story/7002/7117395?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:45:54 , udn , MLB／大谷翔平5支0 天使4轟卻輸給牛棚第9局燒掉5分 , https://udn.com/news/story/6999/7117402?from=udn-ch1_breaknews-1-0-news
2023-04-23 12:46:04 , udn , 天使、皇家隊今天上演一場大混戰，天使4轟卻打不下勝利，9局上扛起「關門」任務的奇哈達（Jose Quijada），0.2... , https://udn.com/news/story/6999/7117402?from=udn-ch1_breaknews-1-0-news
